# Xbs Ybs THbs Xgl Ygl THgl Xlc Ylc THlc time
-0.306085 1.489500 22.072886  -0.937892 -0.347676 5.067672  1.190521 0.025639 -5.713852  1445405528.888235
-0.321010 1.488175 22.087956  -0.932585 -0.361688 5.082743  1.203087 0.033802 -5.698781  1445405528.938560
-0.335918 1.486627 22.102830  -0.927066 -0.375623 5.097616  1.215532 0.042155 -5.683908  1445405528.988815
-0.350800 1.484855 22.117816  -0.921340 -0.389474 5.112602  1.227850 0.050692 -5.668922  1445405529.039242
-0.365635 1.482865 22.132886  -0.915416 -0.403219 5.127673  1.240023 0.059401 -5.653851  1445405529.089729
-0.380466 1.480647 22.147816  -0.909275 -0.416900 5.142602  1.252087 0.068308 -5.638922  1445405529.140203
-0.395246 1.478210 22.162971  -0.902935 -0.430472 5.157758  1.264003 0.077387 -5.623766  1445405529.190645
-0.409967 1.475549 22.178494  -0.896396 -0.443927 5.173280  1.275762 0.086634 -5.608244  1445405529.241116
-0.424682 1.472659 22.193367  -0.889638 -0.457314 5.188153  1.287408 0.096081 -5.593371  1445405529.291677
-0.439348 1.469550 22.208212  -0.882683 -0.470595 5.202998  1.300052 0.106671 -5.577002  1445405529.342095
-0.455436 1.465877 22.224581  -0.874801 -0.485092 5.219367  1.311400 0.116480 -5.562157  1445405529.392552
-0.469997 1.462311 22.239539  -0.867434 -0.498149 5.234325  1.322594 0.126453 -5.547199  1445405529.443022
-0.484520 1.458524 22.254497  -0.859864 -0.511108 5.249283  1.333650 0.136603 -5.532241  1445405529.493499
-0.498969 1.454523 22.269624  -0.852109 -0.523939 5.264410  1.344540 0.146907 -5.517114  1445405529.543970
-0.513351 1.450306 22.284836  -0.844163 -0.536647 5.279622  1.355271 0.157371 -5.501902  1445405529.594275
-0.527647 1.445875 22.299850  -0.836034 -0.549215 5.294636  1.365825 0.167984 -5.486887  1445405529.644559
-0.541900 1.441224 22.314695  -0.827706 -0.561682 5.309481  1.376238 0.178770 -5.472042  1445405529.694867
-0.556070 1.436367 22.329568  -0.819202 -0.574013 5.324355  1.386481 0.189699 -5.457169  1445405529.745146
-0.570182 1.431294 22.344498  -0.810505 -0.586230 5.339284  1.396572 0.200793 -5.442240  1445405529.795432
-0.584213 1.426012 22.359456  -0.801629 -0.598312 5.354242  1.406493 0.212033 -5.427282  1445405529.845747
-0.598148 1.420525 22.374583  -0.792582 -0.610246 5.369369  1.416233 0.223409 -5.412155  1445405529.895982
-0.612013 1.414822 22.389654  -0.783346 -0.622055 5.384440  1.425810 0.234943 -5.397084  1445405529.946388
-0.627165 1.408310 22.406023  -0.772981 -0.634885 5.400809  1.436146 0.247795 -5.380715  1445405529.996881
-0.640841 1.402176 22.420896  -0.763382 -0.646395 5.415682  1.445354 0.259621 -5.365842  1445405530.047425
-0.654431 1.395836 22.435769  -0.753606 -0.657767 5.430556  1.454390 0.271589 -5.350968  1445405530.097865
-0.667939 1.389286 22.450812  -0.743650 -0.669004 5.445598  1.463256 0.283705 -5.335926  1445405530.148196
-0.681319 1.382550 22.465854  -0.733550 -0.680066 5.460641  1.471920 0.295924 -5.320883  1445405530.198583
-0.694599 1.375611 22.480812  -0.723282 -0.690978 5.475598  1.480402 0.308276 -5.305925  1445405530.248847
-0.707740 1.368488 22.496532  -0.712873 -0.701706 5.491318  1.488674 0.320726 -5.290206  1445405530.299132
-0.720811 1.361138 22.511349  -0.702265 -0.712305 5.506135  1.496778 0.333343 -5.275389  1445405530.349582
-0.733777 1.353595 22.526194  -0.691500 -0.722751 5.520980  1.504699 0.346082 -5.260544  1445405530.400112
-0.746636 1.345856 22.540982  -0.680575 -0.733042 5.535769  1.512434 0.358943 -5.245755  1445405530.450583
-0.759387 1.337923 22.555884  -0.668386 -0.744171 5.552166  1.520720 0.373218 -5.229358  1445405530.501053
-0.773242 1.328999 22.572281  -0.657157 -0.754104 5.567067  1.528041 0.386301 -5.214457  1445405530.551554
-0.785724 1.320679 22.587465  -0.645775 -0.763875 5.582251  1.535171 0.399499 -5.199273  1445405530.602016
-0.798059 1.312187 22.602423  -0.634267 -0.773457 5.597209  1.542090 0.412780 -5.184315  1445405530.652485
-0.810278 1.303501 22.617324  -0.622603 -0.782876 5.612110  1.548816 0.426179 -5.169414  1445405530.702770
-0.822374 1.294630 22.632225  -0.610793 -0.792125 5.627012  1.555346 0.439683 -5.154512  1445405530.753233
-0.834342 1.285573 22.647183  -0.598840 -0.801201 5.641970  1.561676 0.453291 -5.139554  1445405530.803512
-0.846144 1.276362 22.662169  -0.586783 -0.810077 5.656956  1.567787 0.466959 -5.124568  1445405530.853771
-0.857830 1.266957 22.677071  -0.574571 -0.818787 5.671857  1.573705 0.480742 -5.109667  1445405530.904058
-0.869358 1.257391 22.692113  -0.562246 -0.827302 5.686900  1.579407 0.494594 -5.094624  1445405530.954322
-0.880725 1.247660 22.707833  -0.549807 -0.835618 5.702620  1.584891 0.508517 -5.078904  1445405531.004611
-0.891963 1.237737 22.722678  -0.537216 -0.843757 5.717465  1.590171 0.522549 -5.064059  1445405531.055113
-0.904158 1.226627 22.738906  -0.523225 -0.852497 5.733692  1.595739 0.538077 -5.047831  1445405531.105561
-0.915087 1.216353 22.753751  -0.510381 -0.860245 5.748537  1.600582 0.552274 -5.032986  1445405531.156025
-0.925869 1.205912 22.768653  -0.497415 -0.867805 5.763439  1.605215 0.566550 -5.018085  1445405531.206468
-0.936476 1.195329 22.783667  -0.484360 -0.875159 5.778453  1.609628 0.580869 -5.003071  1445405531.256900
-0.946933 1.184580 22.798597  -0.471186 -0.882324 5.793383  1.613830 0.595264 -4.988141  1445405531.307356
-0.957236 1.173666 22.813780  -0.457895 -0.889294 5.808566  1.617819 0.609733 -4.972957  1445405531.357821
-0.967365 1.162602 22.828794  -0.444506 -0.896058 5.823581  1.621584 0.624253 -4.957943  1445405531.408161
-0.977328 1.151388 22.843752  -0.431017 -0.902621 5.838539  1.625132 0.638828 -4.942985  1445405531.458612
-0.987112 1.140040 22.858654  -0.417448 -0.908976 5.853440  1.628460 0.653438 -4.928084  1445405531.508865
-0.996729 1.128544 22.873471  -0.403781 -0.915129 5.868257  1.631570 0.668099 -4.913267  1445405531.559079
-1.006172 1.116905 22.888457  -0.390024 -0.921078 5.883243  1.634460 0.682806 -4.898281  1445405531.609330
-1.015432 1.105136 22.903640  -0.374807 -0.927374 5.899951  1.637380 0.699013 -4.881573  1445405531.659873
-1.025425 1.092009 22.920320  -0.360853 -0.932889 5.915106  1.639805 0.713820 -4.866418  1445405531.710321
-1.034312 1.079946 22.935165  -0.346837 -0.938187 5.929951  1.642005 0.728642 -4.851573  1445405531.760793
-1.043029 1.067738 22.950010  -0.332728 -0.943282 5.944796  1.643986 0.743511 -4.836728  1445405531.811245
-1.051555 1.055412 22.964883  -0.318557 -0.948161 5.959669  1.645744 0.758395 -4.821855  1445405531.861748
-1.059899 1.042956 22.979897  -0.304310 -0.952830 5.974684  1.647280 0.773309 -4.806840  1445405531.912227
-1.068062 1.030367 22.994883  -0.289984 -0.957289 5.989670  1.648594 0.788255 -4.791854  1445405531.962581
-1.076028 1.017671 23.009869  -0.275608 -0.961528 6.004656  1.649683 0.803204 -4.776868  1445405532.012862
-1.083783 1.004883 23.025533  -0.261201 -0.965540 6.020319  1.650543 0.818134 -4.761205  1445405532.063401
-1.091360 0.991937 23.040660  -0.246690 -0.969338 6.035446  1.651172 0.833121 -4.746077  1445405532.113912
-1.098739 0.978892 23.055308  -0.230679 -0.973265 6.051590  1.651608 0.849600 -4.729934  1445405532.164388
-1.106633 0.964420 23.071564  -0.216069 -0.976609 6.066350  1.651773 0.864587 -4.715174  1445405532.214853
-1.113609 0.951141 23.086409  -0.201399 -0.979739 6.081195  1.651715 0.879587 -4.700329  1445405532.265409
-1.120398 0.937737 23.101423  -0.186660 -0.982655 6.096209  1.651433 0.894610 -4.685315  1445405532.315857
-1.126971 0.924263 23.116381  -0.171911 -0.985343 6.111167  1.650927 0.909593 -4.670357  1445405532.366170
-1.133329 0.910717 23.131367  -0.157151 -0.987805 6.126153  1.650198 0.924539 -4.655371  1445405532.416649
-1.139490 0.897063 23.146297  -0.142341 -0.990049 6.141083  1.649245 0.939488 -4.640441  1445405532.467177
-1.145446 0.883323 23.161142  -0.127502 -0.992071 6.155928  1.648068 0.954418 -4.625596  1445405532.517717
-1.151195 0.869495 23.176212  -0.112635 -0.993871 6.170999  1.646669 0.969328 -4.610525  1445405532.568237
-1.156745 0.855563 23.191198  -0.097722 -0.995451 6.185985  1.644871 0.985718 -4.594015  1445405532.618598
-1.162603 0.840154 23.207624  -0.081304 -0.996928 6.202410  1.643001 1.000593 -4.579114  1445405532.669020
-1.167706 0.826066 23.222582  -0.066361 -0.998037 6.217368  1.640910 1.015430 -4.564156  1445405532.719501
-1.172583 0.811933 23.238443  -0.051436 -0.998914 6.233229  1.638597 1.030201 -4.548295  1445405532.769983
-1.177255 0.797683 23.253316  -0.036454 -0.999562 6.248102  1.636048 1.044979 -4.533422  1445405532.820522
-1.181711 0.783381 23.267963  -0.021480 -0.999989 6.262750  1.633284 1.059702 -4.518774  1445405532.871050
-1.185960 0.769000 23.282837  -0.006485 -1.000196 6.277623  1.630301 1.074398 -4.503901  1445405532.921567
-1.189995 0.754561 23.297682  0.008507 -1.000180 6.292468  1.627101 1.089045 -4.489056  1445405532.971877
-1.193814 0.740064 23.312527  0.023497 -0.999940 6.307313  1.623683 1.103642 -4.474211  1445405533.022055
-1.197415 0.725519 23.327541  0.038474 -0.999478 6.322327  1.620049 1.118179 -4.459197  1445405533.072335
-1.200794 0.710929 23.342555  0.053434 -0.998790 6.337341  1.616200 1.132651 -4.444182  1445405533.122636
-1.203958 0.696271 23.357541  0.069895 -0.997773 6.353880  1.611709 1.148521 -4.427644  1445405533.173142
-1.207186 0.680084 23.373938  0.084859 -0.996612 6.368725  1.607396 1.162896 -4.412799  1445405533.223462
-1.209891 0.665326 23.388925  0.099799 -0.995229 6.383711  1.602871 1.177202 -4.397813  1445405533.273914
-1.212371 0.650548 23.403826  0.114697 -0.993625 6.398612  1.598139 1.191419 -4.382912  1445405533.324398
-1.214631 0.635728 23.418727  0.129577 -0.991797 6.413514  1.593192 1.205572 -4.368010  1445405533.374718
-1.216665 0.620899 23.433911  0.144404 -0.989750 6.428697  1.588042 1.219625 -4.352826  1445405533.425037
-1.218474 0.606033 23.449208  0.159206 -0.987476 6.443994  1.582675 1.233606 -4.337530  1445405533.475289
-1.220060 0.591125 23.464053  0.173988 -0.984975 6.458839  1.577092 1.247520 -4.322685  1445405533.525555
-1.221427 0.576183 23.478869  0.188744 -0.982254 6.473656  1.571299 1.261361 -4.307868  1445405533.575837
-1.222570 0.561226 23.493771  0.203453 -0.979314 6.488557  1.565301 1.275110 -4.292967  1445405533.626117
-1.223490 0.546263 23.508898  0.218109 -0.976158 6.503684  1.559103 1.288761 -4.277840  1445405533.676638
-1.224185 0.531287 23.523856  0.232716 -0.972782 6.518642  1.552702 1.302318 -4.262882  1445405533.727118
-1.224656 0.516314 23.538786  0.248713 -0.968818 6.535096  1.545431 1.317107 -4.246428  1445405533.777632
-1.224913 0.499860 23.555691  0.263171 -0.964992 6.550477  1.538621 1.330422 -4.231047  1445405533.827982
-1.224902 0.484868 23.570931  0.277602 -0.960932 6.565717  1.531587 1.343662 -4.215807  1445405533.878619
-1.224669 0.469870 23.585607  0.291980 -0.956656 6.580393  1.524355 1.356804 -4.201131  1445405533.929038
-1.224214 0.454885 23.600452  0.306285 -0.952170 6.595238  1.516933 1.369829 -4.186286  1445405533.979531
-1.223537 0.439912 23.615268  0.320518 -0.947473 6.610055  1.509320 1.382740 -4.171469  1445405534.030042
-1.222637 0.424947 23.630226  0.334684 -0.942564 6.625012  1.501513 1.395539 -4.156511  1445405534.080516
-1.221514 0.410009 23.645382  0.348763 -0.937447 6.640168  1.493523 1.408210 -4.141356  1445405534.130905
-1.220162 0.395049 23.660368  0.362801 -0.932104 6.655154  1.485320 1.420793 -4.126370  1445405534.181373
-1.218592 0.380156 23.675269  0.376716 -0.926569 6.670055  1.476111 1.434446 -4.110057  1445405534.231746
-1.216607 0.363800 23.691638  0.391928 -0.920239 6.686424  1.467538 1.446735 -4.095099  1445405534.282106
-1.214568 0.348947 23.706596  0.405678 -0.914264 6.701382  1.458778 1.458902 -4.080142  1445405534.332559
-1.212308 0.334126 23.721554  0.419337 -0.908084 6.716340  1.449838 1.470937 -4.065184  1445405534.383036
-1.209829 0.319357 23.736568  0.432887 -0.901707 6.731354  1.440728 1.482823 -4.050169  1445405534.433513
-1.207128 0.304631 23.751498  0.446337 -0.895129 6.746284  1.431444 1.494568 -4.035240  1445405534.483765
-1.204210 0.289972 23.767387  0.459662 -0.888359 6.762173  1.421998 1.506151 -4.019351  1445405534.534185
-1.201050 0.275308 23.782288  0.472927 -0.881355 6.777075  1.412336 1.517626 -4.004449  1445405534.584678
-1.197675 0.260693 23.796964  0.486088 -0.874157 6.791750  1.402507 1.528957 -3.989773  1445405534.635207
-1.194087 0.246136 23.811753  0.499133 -0.866770 6.806539  1.392517 1.540135 -3.974985  1445405534.685730
-1.190284 0.231639 23.826513  0.512065 -0.859192 6.821299  1.382365 1.551162 -3.960225  1445405534.736257
-1.185851 0.215748 23.843023  0.526167 -0.850631 6.837809  1.371004 1.563124 -3.943714  1445405534.786641
-1.181596 0.201373 23.857981  0.538858 -0.842651 6.852767  1.360510 1.573830 -3.928757  1445405534.837096
-1.177125 0.187063 23.872995  0.551428 -0.834480 6.867782  1.349856 1.584378 -3.913742  1445405534.887408
-1.172437 0.172814 23.887897  0.563881 -0.826117 6.882683  1.339038 1.594770 -3.898841  1445405534.937764
-1.167541 0.158648 23.902939  0.576197 -0.817576 6.897726  1.328076 1.604991 -3.883798  1445405534.988166
-1.162430 0.144546 23.917841  0.588395 -0.808845 6.912627  1.316953 1.615056 -3.868897  1445405535.038514
-1.157106 0.130518 23.932770  0.600463 -0.799930 6.927557  1.305678 1.624955 -3.853967  1445405535.088998
-1.151566 0.116552 23.947841  0.612413 -0.790823 6.942627  1.294240 1.634698 -3.838896  1445405535.139466
-1.145829 0.102700 23.962968  0.624199 -0.781558 6.957755  1.282683 1.644247 -3.823769  1445405535.189956
-1.139894 0.088965 23.978406  0.635821 -0.772132 6.973192  1.271004 1.653601 -3.808332  1445405535.240437
-1.133734 0.075287 23.993307  0.648457 -0.761545 6.989505  1.257974 1.663699 -3.792019  1445405535.290959
-1.126733 0.060368 24.009535  0.659800 -0.751736 7.004322  1.245979 1.672700 -3.777202  1445405535.341482
-1.120156 0.046900 24.024409  0.670990 -0.741764 7.019195  1.233859 1.681516 -3.762329  1445405535.392003
-1.113379 0.033531 24.039395  0.682030 -0.731628 7.034181  1.221609 1.690152 -3.747343  1445405535.442374
-1.106398 0.020255 24.054296  0.692928 -0.721320 7.049082  1.209221 1.698611 -3.732442  1445405535.492884
-1.099221 0.007087 24.069226  0.703667 -0.710853 7.064012  1.196711 1.706881 -3.717512  1445405535.543298
-1.091855 -0.005956 24.084550  0.714235 -0.700237 7.079337  1.184093 1.714954 -3.702187  1445405535.593743
-1.084292 -0.018877 24.099932  0.724632 -0.689464 7.094718  1.171357 1.722825 -3.686806  1445405535.644260
-1.076527 -0.031701 24.114551  0.734882 -0.678524 7.109337  1.158489 1.730517 -3.672187  1445405535.694676
-1.068566 -0.044420 24.129368  0.744977 -0.667423 7.124154  1.145497 1.738023 -3.657370  1445405535.745096
-1.059598 -0.058261 24.145737  0.755881 -0.655049 7.140523  1.131090 1.746051 -3.641001  1445405535.795504
-1.051255 -0.070707 24.160695  0.765611 -0.643654 7.155481  1.117888 1.753138 -3.626043  1445405535.846029
-1.042723 -0.083031 24.175794  0.775171 -0.632111 7.170580  1.104577 1.760028 -3.610944  1445405535.896500
-1.033993 -0.095243 24.190836  0.784571 -0.620405 7.185622  1.091142 1.766727 -3.595902  1445405535.946964
-1.025078 -0.107327 24.205794  0.793797 -0.608557 7.200580  1.077605 1.773226 -3.580944  1445405535.997493
-1.015985 -0.119273 24.220667  0.802843 -0.596576 7.215453  1.063975 1.779520 -3.566070  1445405536.047836
-1.006739 -0.131053 24.235681  0.811687 -0.584491 7.230468  1.050287 1.785595 -3.551056  1445405536.098078
-0.997310 -0.142704 24.250611  0.820357 -0.572265 7.245397  1.036499 1.791470 -3.536126  1445405536.148615
-0.987710 -0.154208 24.265513  0.828841 -0.559914 7.260299  1.022628 1.797136 -3.521225  1445405536.199084
-0.977933 -0.165574 24.280583  0.837143 -0.547431 7.275370  1.008665 1.802597 -3.506154  1445405536.249572
-0.967011 -0.177872 24.297884  0.846032 -0.533592 7.292670  0.993254 1.808344 -3.488854  1445405536.299832
-0.956882 -0.188902 24.312898  0.853916 -0.520860 7.307684  0.979138 1.813344 -3.473840  1445405536.350335
-0.946574 -0.199800 24.327461  0.861625 -0.507992 7.322247  0.964926 1.818143 -3.459277  1445405536.400659
-0.936105 -0.210548 24.342277  0.869145 -0.495008 7.337064  0.950641 1.822733 -3.444460  1445405536.451071
-0.925477 -0.221140 24.357094  0.876471 -0.481914 7.351881  0.936290 1.827111 -3.429643  1445405536.501560
-0.914705 -0.231561 24.372137  0.883595 -0.468727 7.366923  0.921890 1.831271 -3.414601  1445405536.552085
-0.903790 -0.241809 24.387010  0.890513 -0.455449 7.381796  0.907447 1.835211 -3.399728  1445405536.602601
-0.892705 -0.251908 24.401996  0.897243 -0.442048 7.396782  0.892922 1.838940 -3.384741  1445405536.652812
-0.881469 -0.261840 24.416926  0.903770 -0.428547 7.411712  0.878342 1.842451 -3.369812  1445405536.703096
-0.870083 -0.271606 24.431997  0.910097 -0.414946 7.426783  0.863708 1.845745 -3.354741  1445405536.753336
-0.858553 -0.281202 24.446898  0.916221 -0.401253 7.441684  0.849026 1.848820 -3.339840  1445405536.803883
-0.845705 -0.291556 24.463380  0.922720 -0.386086 7.458166  0.832824 1.851948 -3.323358  1445405536.854301
-0.833873 -0.300789 24.478451  0.928412 -0.372198 7.473237  0.818045 1.854561 -3.308287  1445405536.904757
-0.821906 -0.309840 24.493606  0.933894 -0.358231 7.488392  0.803232 1.856951 -3.293132  1445405536.955314
-0.809832 -0.318686 24.509015  0.939150 -0.344217 7.503802  0.788421 1.859110 -3.277722  1445405537.005844
-0.797604 -0.327360 24.523917  0.944198 -0.330100 7.518703  0.773554 1.861044 -3.262821  1445405537.056316
-0.785252 -0.335849 24.538734  0.949035 -0.315914 7.533520  0.758665 1.862757 -3.248004  1445405537.106726
-0.772786 -0.344148 24.553522  0.953657 -0.301670 7.548308  0.743763 1.864248 -3.233215  1445405537.157215
-0.760184 -0.352270 24.568537  0.958073 -0.287343 7.563323  0.728825 1.865519 -3.218201  1445405537.207737
-0.747470 -0.360198 24.583438  0.962271 -0.272959 7.578224  0.713878 1.866567 -3.203300  1445405537.258200
-0.734631 -0.367939 24.598339  0.966646 -0.257048 7.594706  0.697401 1.867462 -3.186818  1445405537.308517
-0.720378 -0.376230 24.615075  0.970388 -0.242544 7.609862  0.682433 1.868038 -3.171662  1445405537.358966
-0.707325 -0.383545 24.630231  0.973905 -0.227999 7.625017  0.667473 1.868385 -3.156507  1445405537.409499
-0.694128 -0.390684 24.645047  0.977214 -0.213364 7.639834  0.652469 1.868509 -3.141690  1445405537.460025
-0.680826 -0.397626 24.659921  0.980304 -0.198682 7.654707  0.637465 1.868410 -3.126817  1445405537.510487
-0.667429 -0.404365 24.674850  0.983174 -0.183963 7.669637  0.622473 1.868088 -3.111887  1445405537.560958
-0.653952 -0.410895 24.689921  0.985819 -0.169223 7.684707  0.607507 1.867542 -3.096816  1445405537.611259
-0.640360 -0.417230 24.704907  0.988247 -0.154424 7.699693  0.592531 1.866771 -3.081830  1445405537.661779
-0.626673 -0.423359 24.720063  0.990451 -0.139591 7.714849  0.577568 1.865774 -3.066675  1445405537.712296
-0.612892 -0.429282 24.734964  0.992431 -0.124722 7.729750  0.562617 1.864550 -3.051774  1445405537.762860
-0.597636 -0.435559 24.751248  0.994353 -0.108337 7.746035  0.546198 1.862947 -3.035489  1445405537.813276
